,best,avg,avg,time(s)
rc101_21;4249,17;4484,27;4,49
c105_21;3323,67;3405,73;3,41
rc203_21;1343,47;1403,40;6,85
c103_21;3072,82;3194,43;3,98
rc106_21;4000,41;4215,69;4,91
r102_21;3023,97;3172,08;4,64
r107_21;2701,77;2763,33;3,68
c204_21;1144,08;1275,23;3,10
r211_21;804,78;1001,47;6,73
r205_21;1284,34;1326,77;3,39
